species,eiv_light,eiv_temperature,eiv_moisture,eiv_reaction,eiv_nutrients,eiv_salinity
Rosa dumalis,7,5,4,7,4,0
Rosa dumalis ssp. coriifolia,7,5,4,7,4,0
Rosa dumalis ssp. dumalis,7,5,4,7,4,0
Rosa dumalis ssp. subcanina,7,5,4,7,4,0
Rosa dumalis ssp. subcollina,7,5,4,7,4,0
Rosa elliptica,7,6,3,8,3,0
Rosa gallica,7,7,4,7,4,0
Rosa majalis,7,6,5,7,4,0
Rosa marginata,7,6,4,7,5,0
Rosa micrantha,8,6,3,8,3,0
Rosa pendulina,6,4,6,6,6,0
Rosa rubiginosa,7,6,4,8,4,0
Rosa rubiginosa agg.,7,6,3,8,4,0
Rosa rugosa,8,6,5,7,6,0
Rosa sherardii,7,6,5,7,4,0
Rosa spinosissima,8,6,4,8,3,0
Rosa tomentosa,8,6,4,7,4,0
Rosa villosa,7,6,4,7,4,0
Rubus caesius,6,5,6,7,7,1
Rubus fruticosus agg.,6,5,5,6,5,0
Rubus chamaemorus,9,3,8,2,1,0
Rubus idaeus,6,5,5,5,6,0
Rubus saxatilis,6,5,5,7,4,0
Rudbeckia hirta,7,7,4,7,6,0
Rudbeckia laciniata,7,6,8,7,7,0
Rumex acetosa,7,5,5,5,6,1
Rumex acetosella,8,5,3,4,2,0
Rumex acetosella ssp. acetosella,8,5,3,4,2,0
Rumex acetosella ssp. multifidus,8,6,3,4,2,0
Rumex acetosella ssp. pyrenaicus,8,5,3,4,2,0
Rumex acetosella ssp. tenuifolius,8,6,3,4,2,0
Rumex alpinus,8,4,7,6,8,0
Rumex aquaticus,7,6,8,7,8,0
Rumex aquaticus ssp. aquaticus,7,6,8,7,8,0
Rumex arifolius,6,3,6,6,6,0
Rumex confertus,8,5,6,6,7,1
Rumex conglomeratus,7,6,7,7,8,1
Rumex crispus,7,5,6,6,7,1
Rumex hydrolapathum,7,6,10,7,7,0
Rumex longifolius,7,6,5,7,8,0
Rumex longifolius ssp. longifolius,7,6,5,7,8,0
Rumex longifolius ssp. sourekii,7,6,5,7,8,0
Rumex maritimus,8,6,9,7,8,2
Rumex obtusifolius,7,5,6,6,8,1
Rumex obtusifolius var. microcarpus,7,5,6,6,8,1
Rumex obtusifolius var. obtusifolius,7,5,6,6,8,1
Rumex obtusifolius var. subalpinus,7,5,6,6,8,1
Rumex obtusifolius var. transiens,7,5,6,6,8,1
Rumex palustris,8,7,9,7,8,1
Rumex patientia,8,7,5,7,7,1
Rumex patientia ssp. patientia,8,7,5,7,7,1
Rumex sanguineus,4,6,7,7,7,0
Rumex scutatus,9,4,4,7,3,0
Rumex stenophyllus,8,7,7,7,7,3
Rumex thyrsiflorus,8,7,4,6,4,1
Rumex triangulivalvis,8,6,7,7,7,0
Sagina nodosa,8,6,8,5,5,0
Sagina procumbens,7,5,6,5,6,1
Sagina saginoides,7,3,6,5,4,0
Sagittaria latifolia,7,6,10,7,7,0
Sagittaria sagittifolia,7,6,10,7,6,0
Salicornia prostrata,9,8,9,8,7,9
Salix x rubens,6,6,8,6,7,0
Salix alba,5,6,8,7,7,0
Salix appendiculata,7,3,6,6,6,0
Salix aurita,6,5,8,4,3,0
Salix bicolor,8,3,8,4,3,0
Salix caprea,7,5,6,6,6,0
Salix cinerea,6,5,9,5,5,1
Salix daphnoides,7,4,7,7,4,0
Salix elaeagnos,8,5,7,8,4,0
Salix euxina,6,6,8,6,7,0
Salix hastata,7,3,7,7,4,0
Salix hastata ssp. vegeta,7,3,7,7,4,0
Salix herbacea,9,1,7,3,3,0
Salix lapponum,8,2,8,3,3,0
Salix lapponum var. daphneola,8,2,8,3,3,0
Salix lapponum var. lapponum,8,2,8,3,3,0
Salix myrsinifolia,7,4,8,6,4,0
Salix myrtilloides,7,4,9,3,2,0
Salix pentandra,7,5,8,5,4,0
Salix purpurea,8,5,8,7,5,0
Salix repens,8,5,7,5,2,0
Salix repens agg.,7,5,8,5,3,0
Salix rosmarinifolia,7,5,8,5,3,0
Salix silesiaca,7,3,6,5,4,0
Salix triandra,7,5,8,7,6,0
Salix triandra ssp. amygdalina,7,5,8,7,6,0
Salix triandra ssp. triandra,7,5,8,7,6,0
Salix viminalis,7,6,8,7,6,0
Salsola tragus,9,7,3,7,6,3
Salsola tragus ssp. tragus,9,7,3,7,6,3
Salvia aethiopis,9,8,3,8,4,0
Salvia austriaca,9,8,2,8,4,0
Salvia glutinosa,4,5,6,7,7,0
Salvia nemorosa,8,7,3,8,4,0
Salvia nemorosa ssp. nemorosa,8,7,3,8,4,0
Salvia pratensis,7,6,3,8,4,0
Salvia verticillata,7,6,4,7,5,0
Salvinia natans,7,8,11,7,7,0
Sambucus ebulus,7,6,5,7,7,1
Sambucus nigra,6,5,6,6,8,0
Sambucus racemosa,6,4,5,5,7,0
Samolus valerandi,7,6,8,8,6,6
Sanguisorba minor,7,6,3,7,3,0
Sanguisorba minor ssp. balearica,7,6,3,7,3,0
Sanguisorba minor ssp. minor,7,6,3,7,3,0
Sanguisorba officinalis,7,5,7,7,5,1
Sanicula europaea,3,5,5,7,6,0
Saponaria officinalis,7,6,5,7,6,0
Saxifraga bulbifera,8,7,3,6,3,0
Saxifraga granulata,7,6,4,5,4,0
Saxifraga granulata ssp. granulata,7,6,4,5,4,0
Saxifraga oppositifolia,9,2,5,8,2,0
Saxifraga oppositifolia ssp. oppositifolia,9,2,5,8,2,0
Saxifraga paniculata,7,4,3,8,2,0
Saxifraga rosacea,8,6,4,6,2,0
Saxifraga rosacea ssp. sponhemica,8,6,4,6,2,0
Saxifraga rosacea ssp. steinmannii,8,6,4,6,2,0
Saxifraga rotundifolia,5,4,6,8,6,0
Saxifraga tridactylites,9,6,2,7,3,0
Scabiosa canescens,7,7,3,8,3,0
Scabiosa columbaria,8,5,3,8,3,0
Scabiosa lucida,9,3,4,8,3,0
Scabiosa lucida ssp. calcicola,9,3,4,9,3,0
Scabiosa lucida ssp. lucida,9,3,4,8,3,0
Scabiosa ochroleuca,8,6,3,8,3,0
Scandix pecten-veneris,8,7,3,8,4,0
Scilla bifolia,5,6,6,7,6,0
Scilla bifolia agg.,5,6,6,7,6,0
Scilla bifolia ssp. bifolia,5,6,6,7,6,0
Scilla bifolia ssp. buekkensis,4,6,6,7,6,0
Scilla bifolia ssp. rara,4,6,7,7,6,0
Scilla bifolia ssp. spetana,4,6,7,7,6,0
Scilla bifolia var. bohemica,5,6,6,7,6,0
Scilla bifolia var. drunensis,5,6,6,7,6,0
Scilla bifolia var. magnomoravica,4,6,7,7,6,0
Scilla bifolia var. spetana,4,6,7,7,6,0
Scilla kladnii,4,6,7,7,6,0
Scilla vindobonensis,4,7,7,7,6,0
Scirpoides holoschoenus,8,6,7,7,4,3
Scirpus radicans,7,5,9,7,6,0
Scirpus sylvaticus,6,5,8,5,5,0
Scleranthus annuus,7,5,5,4,4,0
Scleranthus annuus agg.,7,5,5,4,5,0
Scleranthus perennis,8,5,2,4,2,0
Scleranthus perennis ssp. perennis,8,5,2,4,2,0
Scleranthus polycarpos,9,6,3,4,2,0
Sclerochloa dura,9,7,4,8,6,1
Scorzonera austriaca,8,7,3,8,2,0
Scorzonera cana,8,7,4,8,4,3
Scorzonera hispanica,7,7,4,8,3,0
Scorzonera humilis,7,5,7,5,3,0
Scorzonera laciniata,8,8,4,8,4,1
Scorzonera parviflora,8,6,7,8,4,6
Scorzonera purpurea,8,7,3,8,3,0
Scorzoneroides autumnalis,7,5,5,6,6,1
Scrophularia canina,8,8,4,8,3,0
Scrophularia nodosa,4,5,6,6,7,0
Scrophularia scopolii,5,5,7,7,7,0
Scrophularia umbrosa,6,6,9,7,7,1
Scrophularia umbrosa ssp. neesii,6,6,9,7,7,1
Scrophularia umbrosa ssp. umbrosa,6,6,9,7,7,1
Scrophularia vernalis,5,6,5,7,6,0
Scutellaria altissima,5,7,4,7,5,0
Scutellaria galericulata,6,6,9,6,6,1
Scutellaria hastifolia,7,7,8,7,5,2
Securigera varia,7,5,4,7,4,0
Sedum acre,8,6,2,6,2,0
Sedum album,8,6,2,8,3,0
Sedum alpestre,8,2,5,4,2,0
Sedum annuum,9,3,3,4,2,0
Sedum hispanicum,9,6,3,5,4,0
Sedum hybridum,9,7,4,7,4,0
Sedum reflexum,8,6,2,5,2,0
Sedum rupestre,8,6,2,5,2,0
Sedum rupestre agg.,8,6,2,5,2,0
Sedum rupestre ssp. erectum,8,6,2,5,2,0
Sedum sexangulare,8,6,2,6,3,0
Sedum spurium,8,6,3,6,4,0
Sedum villosum,9,5,9,4,2,0
Selaginella helvetica,5,5,5,8,2,0
Selaginella selaginoides,8,3,7,6,2,0
Selinum carvifolia,6,5,7,6,4,0
Sempervivum tectorum,9,5,2,6,4,0
Senecio aquaticus,7,6,8,5,4,0
Senecio doria,7,6,7,7,6,3
Senecio doria agg.,7,6,7,7,5,2
Senecio erraticus,7,6,6,7,6,2
Senecio erucifolius,7,6,5,8,4,1
Senecio germanicus,4,5,5,6,7,0
Senecio hercynicus,5,4,6,4,6,0
Senecio inaequidens,9,7,3,6,4,1
Senecio jacobaea,8,6,4,7,4,1
Senecio jacobaea ssp. jacobaea,8,6,4,7,4,1
Senecio nemorensis agg.,5,5,5,5,6,0
Senecio ovatus,5,5,5,5,6,0
Senecio ovatus ssp. ovatus,5,5,5,5,6,0
Senecio paludosus,7,6,9,6,6,0
Senecio paludosus ssp. paludosus,7,6,9,6,6,0
Senecio rupestris,8,5,5,7,7,0
Senecio sarracenicus,7,6,7,7,7,0
Senecio subalpinus,6,4,8,6,6,0
Senecio sylvaticus,7,5,5,5,7,0
Senecio umbrosus,7,6,6,7,5,0
Senecio vernalis,8,6,4,6,6,1
Senecio viscosus,8,6,3,6,4,0
Senecio vulgaris,7,5,5,6,7,1
Senecio vulgaris ssp. vulgaris,7,5,5,6,7,1
Serratula tinctoria,6,6,6,7,3,1
Serratula tinctoria ssp. tinctoria,6,6,6,7,3,1
Seseli annuum,8,6,3,8,2,0
Seseli hippomarathrum,9,7,2,9,1,0
Seseli osseum,9,7,2,7,2,0
Seseli pallasii,8,8,3,8,3,0
Sesleria caerulea,7,4,4,9,3,0
Sesleria uliginosa,8,5,8,8,2,0
Setaria adhaerens,8,9,4,7,7,1
Setaria faberi,8,7,4,7,7,1
Setaria italica,8,8,4,7,7,1
Setaria italica ssp. italica,8,8,4,7,7,1
Setaria italica ssp. moharia,8,8,4,7,7,1
Setaria pumila,7,7,4,6,7,1
Setaria verticillata,8,7,4,6,7,1
Setaria verticillata agg.,8,7,4,6,7,1
Setaria verticilliformis,8,7,4,6,7,1
Setaria viridis,7,6,4,6,6,1
Setaria viridis ssp. pycnocoma,7,6,4,6,6,1
Setaria viridis ssp. viridis,7,6,4,6,6,1
Sherardia arvensis,7,6,4,7,5,0
Scheuchzeria palustris,9,4,9,1,1,0
Schoenoplectus lacustris,8,6,11,7,6,1
Schoenoplectus mucronatus,8,7,10,7,8,2
Schoenoplectus tabernaemontani,8,7,10,9,6,5
Schoenus ferrugineus,9,5,8,8,2,1
Schoenus nigricans,9,6,9,9,2,1
Sicyos angulatus,7,7,8,7,8,1
Sideritis montana,9,7,3,7,5,0
Silaum silaus,7,6,7,7,5,2
Silene baccifera,6,6,7,7,7,0
Silene bupleuroides,8,7,3,8,3,0
Silene conica,9,7,2,5,2,1
Silene dichotoma,7,7,4,7,6,0
Silene dichotoma ssp. dichotoma,7,7,4,7,6,0
Silene dioica,5,4,6,6,7,0
Silene gallica,7,7,4,6,6,0
Silene latifolia,7,6,4,7,7,0
Silene latifolia ssp. alba,7,6,4,7,7,0
Silene nemoralis,7,6,3,8,3,0
Silene noctiflora,7,6,4,8,6,0
Silene nutans,6,6,3,6,3,0
Silene otites,9,7,2,7,2,0
Silene viscosa,8,6,3,6,3,0
Silene vulgaris,6,6,4,6,4,0
Silene vulgaris ssp. antelopum,6,7,4,7,4,0
Silene vulgaris ssp. vulgaris,6,6,4,6,4,0
Silybum marianum,7,7,4,7,7,1
Sinapis alba,7,6,5,7,6,0
Sinapis arvensis,7,5,5,7,6,0
Sisymbrium altissimum,8,6,4,7,6,0
Sisymbrium irio,8,8,3,7,6,0
Sisymbrium loeselii,7,6,4,7,7,0
Sisymbrium officinale,8,6,5,7,8,1
Sisymbrium orientale,8,7,4,8,6,0
Sisymbrium orientale ssp. macroloma,8,7,4,8,6,0
Sisymbrium orientale ssp. orientale,8,7,4,8,6,0
Sisymbrium strictissimum,6,7,6,7,7,0
Sisymbrium volgense,8,6,3,7,6,1
Sisyrinchium montanum,7,5,8,6,3,0
Sium latifolium,7,6,10,7,7,0
Smyrnium perfoliatum,4,7,5,8,6,0
Solanum decipiens,7,6,5,7,8,1
Solanum dulcamara,6,5,9,6,8,1
Solanum lycopersicum,7,6,6,7,7,1
Solanum nigrum,7,6,5,7,8,1
Solanum nigrum agg.,7,6,5,7,8,1
Soldanella montana,5,4,6,2,3,0
Solidago canadensis,7,6,5,6,6,0
Solidago gigantea,7,6,6,6,7,0
Solidago virgaurea,6,5,5,5,4,0
Solidago virgaurea ssp. minuta,7,4,5,4,4,0
Solidago virgaurea ssp. virgaurea,5,5,5,5,4,0
Sonchus arvensis,7,5,5,7,7,1
Sonchus arvensis ssp. arvensis,7,5,5,7,7,1
Sonchus asper,7,6,5,7,7,1
Sonchus oleraceus,7,6,5,7,8,1
Sonchus palustris,7,6,8,7,7,2
Sorbus aria,6,5,4,7,3,0
Sorbus aria agg.,6,6,4,7,3,0
Sorbus aucuparia,6,5,5,4,4,0
Sorbus aucuparia var. aucuparia,6,5,5,4,4,0
Sorbus aucuparia var. glabrata,6,3,5,4,4,0
Sorbus danubialis,6,6,3,8,3,0
Sorbus domestica,4,7,4,8,5,0
Sorbus sudetica,7,3,5,5,3,0
Sorbus torminalis,4,7,4,7,4,0
Sorghum halepense,8,7,6,7,7,1
Sparganium angustifolium,7,4,11,3,1,0
Sparganium emersum,7,6,10,6,7,1
Sparganium erectum,7,6,10,7,7,1
Sparganium erectum ssp. erectum,7,6,10,7,7,1
Sparganium erectum ssp. microcarpum,7,6,10,7,7,1
Sparganium erectum ssp. neglectum,7,6,10,7,7,1
Sparganium erectum ssp. oocarpum,7,6,10,7,7,1
Sparganium natans,7,5,11,4,3,0
Spergula arvensis,6,5,5,4,6,0
Spergula arvensis ssp. arvensis,6,5,5,4,6,0
Spergula morisonii,9,6,2,3,2,0
Spergula pentandra,9,6,2,4,2,0
Spergularia echinosperma,8,6,8,5,6,0
Spergularia kurkae,8,6,8,5,6,0
Spergularia marina,8,6,7,8,5,7
Spergularia media,8,6,7,8,5,8
Spergularia rubra,8,5,5,4,4,1
Spiraea salicifolia,7,6,8,5,5,0
Spiranthes spiralis,7,5,5,5,3,0
Spirodela polyrhiza,7,6,11,6,7,1
Stachys alpina,6,4,5,7,7,0
Stachys alpina ssp. alpina,6,4,5,7,7,0
Stachys annua,7,6,3,8,5,0
Stachys arvensis,7,6,5,3,6,0
Stachys germanica,7,7,3,7,5,0
Stachys germanica ssp. germanica,7,7,3,7,5,0
Stachys palustris,7,5,7,7,7,1
Stachys recta,7,6,3,8,3,0
Stachys recta ssp. recta,7,6,3,8,3,0
Stachys sylvatica,4,5,7,7,7,0
Staphylea pinnata,5,7,5,8,5,0
Stellaria alsine,5,5,8,4,4,0
Stellaria graminea,6,5,5,5,5,1
Stellaria holostea,5,6,5,6,5,0
Stellaria longifolia,4,4,7,3,3,0
Stellaria media,6,5,5,6,8,1
Stellaria media agg.,6,5,5,6,8,1
Stellaria neglecta,6,6,5,6,7,1
Stellaria nemorum,4,5,7,5,7,0
Stellaria pallida,7,6,4,6,6,1
Stellaria palustris,6,5,9,6,4,0
Stipa borysthenica,9,7,2,5,2,0
Stipa capillata,9,7,2,8,2,0
Stipa dasyphylla,9,7,2,7,2,0
Stipa eriocaulis,9,8,1,9,2,0
Stipa glabrata,8,7,2,8,2,0
Stipa pennata,8,7,2,7,2,0
Stipa pennata agg.,9,7,2,7,2,0
Stipa pennata var. pennata,8,7,2,7,2,0
Stipa pennata var. puberula,8,7,2,7,2,0
Stipa pulcherrima,9,7,2,8,2,0
Stipa smirnovii,9,7,2,8,2,0
Stipa tirsa,8,7,3,7,3,0
Stratiotes aloides,7,7,11,8,6,0
Streptopus amplexifolius,4,3,6,5,6,0
Stuckenia pectinata,6,6,12,7,7,1
Suaeda prostrata,9,8,7,8,5,9
Succisa pratensis,7,5,7,5,3,0
Swertia perennis,7,3,9,5,3,0
Swertia perennis ssp. perennis,7,3,9,5,3,0
Symphoricarpos albus,5,5,5,7,7,0
Symphyotrichum lanceolatum,6,6,7,7,8,1
Symphyotrichum novae-angliae,6,6,5,7,7,0
Symphyotrichum novi-belgii,6,6,5,7,8,1
Symphyotrichum novi-belgii agg.,6,6,6,7,8,1
Symphytum bohemicum,7,6,8,7,7,1
Symphytum officinale,7,6,7,7,8,1
Symphytum officinale agg.,7,6,7,7,8,1
Symphytum tuberosum,4,6,5,7,6,0
Symphytum tuberosum ssp. angustifolium,4,6,5,7,5,0
Symphytum tuberosum ssp. tuberosum,4,5,5,7,6,0
Syringa vulgaris,7,7,4,7,6,0
Tanacetum corymbosum,6,7,4,7,4,0
Tanacetum parthenium,7,6,5,7,7,1
Tanacetum vulgare,7,6,5,7,6,1
Taraxacum bessarabicum,9,7,6,8,5,8
Taraxacum sect. Alpestria,7,3,5,7,6,0
Taraxacum sect. Celtica,8,6,7,4,3,0
Taraxacum sect. Dioszegia,9,8,3,8,3,0
Taraxacum sect. Erythrosperma,8,6,3,7,3,0
Taraxacum sect. Palustria,8,5,8,8,3,1
Taraxacum sect. Piesis,9,7,6,8,5,8
Taraxacum sect. Taraxacum,7,5,5,7,7,1
Taraxacum serotinum,9,8,3,8,3,0
Taxus baccata,4,5,5,7,5,0
Teesdalia nudicaulis,8,6,3,2,2,0
Telekia speciosa,5,5,7,7,7,0
Tephroseris aurantiaca,7,6,5,7,3,0
Tephroseris crispa,6,5,8,4,5,0
Tephroseris integrifolia,7,6,4,8,3,0
Tephroseris longifolia,7,6,5,7,4,0
Tephroseris longifolia ssp. moravica,7,6,5,7,4,0
Teucrium botrys,9,6,2,8,3,0
Teucrium chamaedrys,7,7,3,8,3,0
Teucrium montanum,9,7,1,9,2,0
Teucrium montanum ssp. montanum,9,7,1,9,2,0
Teucrium scordium,7,7,8,7,6,2
Teucrium scorodonia,6,5,4,2,4,0
Teucrium scorodonia ssp. scorodonia,6,5,4,2,4,0
Thalictrum aquilegiifolium,5,4,7,6,7,0
Thalictrum flavum,7,6,8,8,6,0
Thalictrum foetidum,7,6,2,9,3,0
Thalictrum lucidum,7,6,8,7,6,1
Thalictrum minus,6,7,3,8,3,0
Thalictrum minus ssp. minus,6,7,3,8,3,0
Thalictrum simplex,7,6,7,7,4,0
Thalictrum simplex ssp. galioides,7,6,7,7,4,0
Thelypteris limbosperma,4,4,6,3,4,0
Thelypteris palustris,6,6,9,5,5,0
Thesium alpinum,7,4,4,6,2,0
Thesium bavarum,7,6,3,8,2,0
Thesium dollineri,7,7,3,8,3,0
Thesium ebracteatum,7,6,6,4,2,0
Thesium linophyllon,7,7,3,8,3,0
Thesium pyrenaicum,7,5,4,4,2,0
Thesium ramosum,7,7,3,8,3,0
Thesium rostratum,6,5,3,8,2,0
Thlaspi arvense,7,5,5,7,7,0
Thymelaea passerina,7,7,4,8,5,0
Thymus alpestris,7,3,5,5,3,0
Thymus glabrescens,8,7,2,8,3,0
Thymus pannonicus,8,7,3,7,3,0
Thymus pannonicus agg.,8,7,3,7,3,0
Thymus praecox,8,6,2,7,2,0
Thymus praecox ssp. praecox,8,6,2,7,2,0
Thymus pulegioides,7,6,4,6,3,0
Thymus pulegioides ssp. carniolicus,7,6,4,8,3,0
Thymus pulegioides ssp. chamaedrys,7,6,4,6,3,0
Thymus pulegioides ssp. montanus,7,6,4,6,3,0
Thymus pulcherrimus,8,3,5,7,3,0
Thymus pulcherrimus ssp. sudeticus,8,3,5,7,3,0
Thymus serpyllum,7,6,2,4,2,0
Tilia cordata,4,6,5,6,5,0
Tilia platyphyllos,4,6,5,7,7,0
Tilia platyphyllos ssp. cordifolia,4,6,5,7,7,0
Tilia platyphyllos ssp. platyphyllos,4,6,5,7,7,0
Tilia platyphyllos ssp. pseudorubra,4,6,5,7,7,0
Tillaea aquatica,8,6,8,4,3,0
Tofieldia calyculata,8,5,8,8,2,0
Tordylium maximum,7,8,3,6,6,0
Torilis arvensis,7,7,4,7,6,1
Torilis arvensis ssp. arvensis,7,7,4,7,6,1
Torilis japonica,6,6,5,7,8,1
Torilis nodosa,8,7,4,7,7,1
Tragopogon dubius,8,7,4,7,5,0
Tragopogon orientalis,7,6,4,7,6,0
Tragopogon pratensis,7,5,5,7,6,0
Tragopogon pratensis agg.,7,5,5,7,6,0
Tragopogon pratensis ssp. minor,7,5,5,7,6,0
Tragopogon pratensis ssp. pratensis,7,5,5,7,6,0
Tragus racemosus,8,8,3,6,6,1
Trapa natans,8,7,11,7,7,0
Traunsteinera globosa,7,4,5,8,3,0
Tribulus terrestris,8,9,3,7,7,1
Trientalis europaea,4,5,6,3,3,0
Trifolium alpestre,7,6,3,7,3,0
Trifolium alpinum,8,2,4,2,2,0
Trifolium arvense,8,5,3,4,2,0
Trifolium aureum,7,4,4,4,4,0
Trifolium badium,8,3,6,8,5,0
Trifolium campestre,8,6,4,6,4,1
Trifolium dubium,6,6,5,6,5,1
Trifolium fragiferum,8,6,7,8,7,6
Trifolium fragiferum var. bonannii,8,6,7,8,7,6
Trifolium fragiferum var. fragiferum,8,6,7,8,7,5
Trifolium hybridum,7,6,6,7,7,1
Trifolium hybridum ssp. hybridum,7,6,6,7,7,1
Trifolium hybridum var. hybridum,7,6,6,7,7,1
Trifolium hybridum var. parviflorum,7,6,6,7,7,1
Trifolium incarnatum,8,6,5,6,6,1
Trifolium incarnatum ssp. incarnatum,8,6,5,6,6,1
Trifolium medium,7,6,4,6,4,0
Trifolium montanum,7,6,3,8,3,0
Trifolium ochroleucon,7,6,4,8,3,0
Trifolium patens,7,7,7,7,6,0
Trifolium pratense,7,5,5,7,6,1
Trifolium pratense ssp. americanum,7,5,5,7,6,1
Trifolium pratense ssp. pratense,7,5,5,7,6,1
Trifolium pratense ssp. sativum,7,5,5,7,6,1
Trifolium repens,7,5,5,6,6,1
Trifolium resupinatum,8,7,6,8,6,2
Trifolium resupinatum var. majus,8,7,6,8,6,2
Trifolium resupinatum var. resupinatum,8,7,6,8,6,2
Trifolium retusum,8,7,3,7,3,1
Trifolium rubens,7,6,3,8,3,0
Trifolium spadiceum,7,4,7,3,3,0
Trifolium striatum,8,7,3,4,3,1
Triglochin maritima,8,6,8,8,5,8
Triglochin palustris,8,5,9,7,3,4
Trichomanes speciosum,1,4,7,2,2,0
Trichophorum alpinum,8,4,9,3,2,0
Trichophorum cespitosum,8,4,9,1,1,0
Trinia glauca,9,8,2,8,2,0
Trinia ucrainica,8,7,2,8,2,0
Tripleurospermum inodorum,7,6,5,6,7,1
Tripolium pannonicum,7,7,5,7,6,8
Tripolium pannonicum ssp. pannonicum,7,7,5,7,6,8
Trisetum flavescens,7,5,5,6,5,0
Trollius altissimus,7,4,7,6,5,0
Turgenia latifolia,8,7,3,8,3,0
Turritis glabra,6,6,3,7,5,0
Tussilago farfara,8,5,6,7,6,0
Typha angustifolia,8,6,10,7,7,1
Typha latifolia,8,6,10,7,8,1
Typha laxmannii,8,6,9,8,7,1
Typha shuttleworthii,8,6,10,7,4,1
Ulex europaeus,7,6,5,3,3,0
Ulmus glabra,4,5,6,7,7,0
Ulmus laevis,4,6,7,7,7,0
Ulmus minor,5,7,5,8,7,1
Urtica dioica,5,5,6,7,9,1
Urtica kioviensis,6,7,8,7,9,1
Urtica urens,7,6,5,7,9,2
Utricularia australis,8,6,12,5,5,0
Utricularia bremii,8,6,12,4,2,0
Utricularia intermedia,8,5,12,5,2,0
Utricularia intermedia agg.,8,5,12,4,2,0
Utricularia minor,8,5,12,5,2,0
Utricularia minor agg.,8,5,12,5,2,0
Utricularia ochroleuca,8,5,12,3,2,0
Utricularia stygia,8,5,12,3,2,0
Utricularia vulgaris,8,6,12,5,4,0
Utricularia vulgaris agg.,8,6,12,5,4,0
Vaccaria hispanica,7,7,4,8,4,0
Vaccaria hispanica var. hispanica,7,7,4,8,4,0
Vaccinium microcarpum,8,3,9,2,1,0
Vaccinium myrtillus,5,5,5,2,3,0
Vaccinium oxycoccos,7,4,9,2,1,0
Vaccinium oxycoccos agg.,7,4,9,2,1,0
Vaccinium uliginosum,6,4,8,1,2,0
Vaccinium vitis-idaea,5,4,5,2,2,0
Vaccinium vitis-idaea ssp. vitis-idaea,5,4,5,2,2,0
Valeriana dioica,7,5,8,6,3,1
Valeriana dioica agg.,7,5,8,6,3,1
Valeriana excelsa,6,5,8,6,7,0
Valeriana excelsa ssp. excelsa,6,5,8,6,7,0
Valeriana excelsa ssp. sambucifolia,6,5,8,6,7,0
Valeriana officinalis,7,5,7,7,7,1
Valeriana officinalis agg.,7,5,6,7,6,1
Valeriana simplicifolia,7,5,8,7,3,1
Valeriana stolonifera,7,7,4,7,4,1
Valeriana stolonifera ssp. angustifolia,7,7,4,7,4,1
Valeriana tripteris,7,4,6,8,4,0
Valeriana tripteris ssp. austriaca,7,4,6,8,4,0
Valerianella carinata,7,7,4,8,5,0
Valerianella dentata,7,6,4,7,6,0
Valerianella dentata ssp. dentata,7,6,4,7,6,0
Valerianella dentata ssp. eriosperma,7,6,4,7,6,0
Valerianella locusta,7,6,4,7,6,0
Valerianella rimosa,6,7,4,7,6,0
Ventenata dubia,9,8,3,6,3,0
Veratrum album,7,4,7,5,6,0
Veratrum album ssp. album,7,4,7,5,6,0
Veratrum album ssp. lobelianum,7,3,6,5,6,0
Veratrum nigrum,6,6,4,7,5,0
Verbascum blattaria,8,7,5,7,6,1
Verbascum densiflorum,8,6,4,7,6,0
Verbascum chaixii,7,6,3,7,5,0
Verbascum chaixii ssp. austriacum,7,6,3,7,5,0
Verbascum lychnitis,7,6,3,7,5,0
Verbascum lychnitis ssp. lychnitis,7,6,3,7,5,0
Verbascum lychnitis ssp. moenchii,7,6,3,7,5,0
Verbascum nigrum,7,5,5,6,6,0
Verbascum phlomoides,8,6,4,7,6,0
Verbascum phoeniceum,8,7,3,7,3,0
Verbascum phoeniceum ssp. phoeniceum,8,7,3,7,3,0
Verbascum speciosum,8,8,3,7,5,0
Verbascum speciosum ssp. speciosum,8,8,3,7,5,0
Verbascum thapsus,8,6,4,7,6,0
Verbascum thapsus ssp. thapsus,8,6,4,7,6,0
Verbena officinalis,8,6,5,7,7,1
Veronica agrestis,6,6,5,6,7,0
Veronica anagallis-aquatica,7,6,9,7,7,2
Veronica anagallis-aquatica agg.,7,6,9,7,7,2
Veronica anagallis-aquatica ssp. anagallis-aquatica,7,6,9,7,7,2
Veronica anagalloides,8,7,9,7,7,3
Veronica arvensis,7,6,5,6,6,0
Veronica austriaca,8,7,3,8,3,0
Veronica beccabunga,6,5,9,7,7,1
Veronica bellidioides,8,2,5,3,2,0
Veronica catenata,8,7,9,7,7,2
Veronica dillenii,8,7,2,4,2,0
Veronica filiformis,7,6,5,6,7,0
Veronica hederifolia,6,6,5,7,7,0
Veronica hederifolia agg.,6,6,5,7,7,0
Veronica chamaedrys,6,5,5,7,6,0
Veronica chamaedrys agg.,6,5,5,7,6,0
Veronica chamaedrys ssp. chamaedrys,6,5,5,7,6,0
Veronica incana,8,7,1,7,3,0
Veronica incana ssp. incana,8,7,1,7,3,0
Veronica maritima,7,6,8,7,6,1
Veronica montana,3,5,6,6,6,0
Veronica officinalis,5,5,4,4,4,0
Veronica officinalis var. alpestris,5,5,4,4,4,0
